X,Y,osm_id,lastchange,code,fclass,name
-8.9769278,38.4828516,"229966248",,"2804",parking,
-8.9768677,38.4825896,"229967280",,"2804",parking,
-8.6254985,40.060491,"238442659",,"2002",fire_station,
-8.6185533,40.0640075,"239717466",,"2801",fuel,Repsol
-8.4081298,41.5601499,"241939286",,"2003",recycling,
-8.4089546,41.5609734,"241939291",,"2003",recycling,
-8.4095897,41.5613395,"241939394",,"2003",recycling,
-8.4083452,41.5558996,"241942175",,"2005",post_office,
-8.3740231,41.5671192,"242134895",,"2301",restaurant,O Gato
-8.3812695,41.552821,"242201592",,"2804",parking,
-8.4293195,41.5502322,"243891111",,"2702",attraction,Arco da Porta Nova
-16.8863363,32.7354058,"248797536",,"2701",information,PR 11 Vereda dos Balcões
-8.3224663,40.0862772,"250105488",,"2804",parking,
-8.3180745,40.0830005,"250105490",,"2801",fuel,Gaso Dueça
-8.3315512,40.0955786,"250105548",,"2801",fuel,Repsol
-8.3329502,40.094075,"250105863",,"2101",pharmacy,
-8.3305,40.0897377,"250106246",,"2101",pharmacy,
-7.6377835,40.2012602,"250248703",,"2005",post_office,
-7.6391568,40.197825,"250249003",,"2082",school,Escola EB1
-8.4719651,40.2013939,"250718529",,"2082",school,
-8.4681313,40.204569,"250718728",,"2082",school,
-7.9063289,40.6536523,"250832258",,"2081",university,
-7.913338,40.6529543,"251210217",,"2501",supermarket,Pingo Doce
-7.9124092,40.6567782,"251210494",,"2005",post_office,CTT
-7.9124556,40.6529756,"251210560",,"2101",pharmacy,
-7.9190506,40.6595861,"251211033",,"2002",fire_station,Bombeiros Municipais de Viseu
-7.9148793,40.6570924,"251211071",,"2601",bank,Banco Espirito Santo
-7.9137225,40.6566199,"251211266",,"2601",bank,Caixa Geral de Depósitos
-7.9111806,40.6558835,"251212554",,"2001",police,
-7.8855281,40.6518253,"251372379",,"2501",supermarket,Recheio
-7.6390881,40.1980216,"251423446",,"2082",school,Pré-Primária
-7.6231596,40.2169251,"251439079",,"2801",fuel,
-7.6367364,40.2025942,"251440043",,"2002",fire_station,Quartel dos Bombeiros
-7.6366248,40.2030728,"251440136",,"2001",police,Guarda Nacional Republicana
-7.6372256,40.2019288,"251441153",,"2101",pharmacy,
-7.6368823,40.2017191,"251452474",,"2003",recycling,
-7.6364118,40.2004133,"251452475",,"2601",bank,
-7.6389594,40.1983691,"251452878",,"2110",hospital,Centro de Saúde
-6.7747076,41.786614,"251492444",,"2801",fuel,GALP
-8.4203096,40.2002331,"251572917",,"2082",school,Colégio de São Teotónio
-8.4215284,40.200692,"251572918",,"2082",school,Colégio Rainha Santa
-8.4204718,40.1998042,"251572919",,"2301",restaurant,Casa dos Crepes
-8.4175014,40.1996106,"251572920",,"2303",cafe,Café Dom João
-8.4171255,40.1998507,"251572927",,"2304",pub,Bar On The Rocks
-8.4185287,40.2006928,"251572995",,"2304",pub,Sjoelbak
-8.4194942,40.2004291,"251574333",,"2301",restaurant,Correia
-8.4191586,40.2032327,"251574832",,"2304",pub,Bar Botânico
-8.4173123,40.1997458,"251607375",,"2303",cafe,A Tasquinha do João
-8.4208649,40.2036132,"251614925",,"2110",hospital,Hospital Militar Regional 2
-8.4201888,40.1998856,"251634933",,"2301",restaurant,
-8.4198011,40.2002087,"251636043",,"2004",post_box,
-8.4199041,40.2001693,"251636699",,"2006",telephone,
-8.4182469,40.2003007,"251636742",,"2006",telephone,
-8.4170288,40.2001235,"251636829",,"2003",recycling,
-7.931276,40.6328042,"251698556",,"2501",supermarket,Lidl
-7.6392426,40.2011389,"251713990",,"2703",museum,Casa Típica
-8.4144674,40.2501894,"251774883",,"2082",school,Escola Primária
-8.4117181,40.1999472,"251898013",,"2303",cafe,Esquininha
-8.4116881,40.1994624,"251900607",,"2303",cafe,Mónaco
-8.4075503,40.1966159,"251908676",,"2005",post_office,Estação de Correios do Vale das Flores
-8.4200067,40.1999676,"252015614",,"2101",pharmacy,Farmácia Rocha
-8.4131093,40.2023502,"252024620",,"2501",supermarket,Pingo Doce
-8.4168935,40.201252,"252024628",,"2101",pharmacy,
-8.4171868,40.2061584,"252520300",,"2301",restaurant,Taberna Costa
-8.4159812,40.2486128,"252647449",,"2005",post_office,
-8.4215193,40.2505855,"252652559",,"2101",pharmacy,Farmácia Barros
-6.7678068,41.7972967,"252893973",,"2081",university,Instituto Politécnico de Bragança
-8.290803,40.0869569,"253165409",,"2003",recycling,
-8.322908,40.0860903,"253226165",,"2501",supermarket,Intermarché
-8.3269506,40.0891766,"253226435",,"2501",supermarket,Mini Preço
-8.3325983,40.0941144,"253227285",,"2601",bank,BPI
-8.3355142,40.1584779,"253229152",,"2301",restaurant,Restaurante O Pentágono
-8.3451477,40.1585565,"253232118",,"2082",school,Escola Professor Doutor Ferrer Correia
-8.3316713,40.0935629,"253232951",,"2202",nightclub,D Lux
-8.3311809,40.0922462,"253233024",,"2005",post_office,CTT
-8.3348266,40.1560879,"253358629",,"2101",pharmacy,
-8.4083333,41.5565471,"253421604",,"2101",pharmacy,
-8.3357101,40.0943099,"253466305",,"2002",fire_station,Bombeiros Voluntários de Miranda do Corvo
-8.3351267,40.1580853,"253479342",,"2303",cafe,Café O Trevo
-8.4056476,40.1461262,"253485918",,"2804",parking,
-8.5028766,40.1145936,"253487550",,"2801",fuel,Total
-8.5034774,40.1146593,"253487567",,"2801",fuel,Total
-8.584266,38.5159832,"253871890",,"2303",cafe,
-8.5840779,38.515097,"253871891",,"2801",fuel,
-8.5866051,38.5158054,"253871897",,"2801",fuel,
-8.5863742,38.5148751,"253871898",,"2303",cafe,
-8.2456443,40.1148083,"254015815",,"2501",supermarket,Intermarché
-7.7943781,40.9553965,"255274442",,"2901",toilet,
-8.6626205,37.1110549,"256074120",,"2801",fuel,Marina de Lagos
-8.8284518,39.6999171,"256164559",,"2801",fuel,
-8.8266408,39.6575538,"256166198",,"2804",parking,
-9.1713481,38.6786,"256838158",,"2702",attraction,Cristo Rei
-9.1784176,38.6656861,"256841676",,"2804",parking,
-9.1662368,38.6681901,"256842588",,"2804",parking,
-9.1670179,38.6681767,"256842651",,"2804",parking,
-9.258029,38.7123511,"257164925",,"2804",parking,
-9.1575959,38.672139,"257666658",,"2804",parking,
-9.1511011,38.6376897,"257668098",,"2804",parking,
-9.1507321,38.637321,"257668100",,"2804",parking,
-9.1501484,38.6370327,"257668101",,"2804",parking,
-9.0775554,38.6535602,"257972086",,"2804",parking,
-9.0768795,38.6530753,"257972105",,"2804",parking,
-9.2262281,38.6977648,"258038721",,"2804",parking,
-9.2259706,38.6984012,"258038722",,"2804",parking,
-9.2264169,38.6992519,"258038723",,"2804",parking,
-8.9906418,38.9502937,"258064854",,"2804",parking,
-8.9884756,38.9559667,"258128925",,"2009",courthouse,Tribunal Judicial da Comarca de Vila Franca de Xira
-8.9881484,38.9556068,"258133634",,"2302",fast_food,McDonald's
-8.9939849,38.9541985,"258133783",,"2301",restaurant,Restaurante a Mina
-8.9834599,38.9654485,"258137754",,"2801",fuel,Galp
-8.9831874,38.9670726,"258137772",,"2801",fuel,Galp
-8.9887969,38.9528824,"258199084",,"2001",police,PSP
-8.9896294,38.9530627,"258200050",,"2001",police,GNR
-8.9898011,38.9537568,"258214905",,"2005",post_office,
-8.993303,38.9605513,"258215106",,"2202",nightclub,Golden Stone
-9.2310738,38.6740653,"258421576",,"2804",parking,
-9.2345586,38.6728458,"258421840",,"2804",parking,
-9.2348847,38.6731473,"258421842",,"2804",parking,
-8.9936023,38.9537735,"259000819",,"2602",atm,
-8.9866242,38.9571575,"259001149",,"2007",library,Biblioteca Municipal
-9.1522834,38.6390371,"259100448",,"2804",parking,
-9.1524208,38.6396539,"259100449",,"2804",parking,
-9.1528585,38.6360939,"259100499",,"2804",parking,
-9.154352,38.637113,"259100500",,"2804",parking,
-9.1537168,38.6366906,"259100507",,"2804",parking,
-9.1541374,38.6361006,"259100575",,"2804",parking,
-9.154661,38.6364693,"259100590",,"2804",parking,
-9.1517894,38.6414692,"259102036",,"2804",parking,
-9.1639866,38.758369,"259106591",,"2082",school,Colégio Alemão
-9.1656127,38.7654393,"259111342",,"2801",fuel,Galp
-9.1679173,38.7611334,"259112393",,"2005",post_office,
-9.1695223,38.7606448,"259113774",,"2601",bank,Millennium BCP
-9.1713591,38.7596877,"259114221",,"2082",school,
-9.1704064,38.7600625,"259114288",,"2082",school,
-9.1657372,38.7576999,"259114501",,"2003",recycling,
-9.1661406,38.7624117,"259114629",,"2003",recycling,
-9.1707668,38.7638037,"259114738",,"2003",recycling,
-9.1691961,38.7607519,"259114981",,"2003",recycling,
-8.408658,40.2201252,"259447572",,"2110",hospital,Hospitais da Universidade de Coimbra - Blocos de Celas
-8.917821,38.585184,"262229026",,"2804",parking,
-9.1708226,38.7606139,"262369214",,"2601",bank,BES
-9.164866,38.7612564,"262369569",,"2804",parking,
-9.1665654,38.7608749,"262369674",,"2804",parking,
-9.1632781,38.7623942,"262369830",,"2801",fuel,BP
-9.1599736,38.7602994,"262369967",,"2804",parking,
-9.162128,38.762093,"262369984",,"2804",parking,
-8.8750466,38.5291518,"262404996",,"2801",fuel,GALP
-8.8701351,38.5257412,"262405060",,"2801",fuel,BP
-8.8827361,38.5298041,"262405728",,"2702",attraction,
-8.8867068,38.5800281,"262719049",,"2082",school,Sts Peter School
-8.2910564,41.4464722,"262732396",,"2702",attraction,Museu Paço dos Duques de Bragança
-8.7769636,37.0728022,"266314022",,"2301",restaurant,Burgau Club
-8.6770266,37.1104239,"266316522",,"2304",pub,
-9.1689457,38.7888889,"267274798",,"2801",fuel,
-9.2461598,38.7442865,"267591151",,"2110",hospital,Hospital Fernando Fonseca
-9.1599251,38.7996966,"267677450",,"2503",kiosk,
-9.1635887,38.7993577,"267795754",,"2503",kiosk,
-9.1628277,38.8006856,"267795755",,"2503",kiosk,
-9.1637576,38.7992207,"267795759",,"2101",pharmacy,
-9.1625447,38.8022028,"268088209",,"2101",pharmacy,
-9.1613815,38.8024432,"268088325",,"2804",parking,
-9.1615438,38.8019882,"268088349",,"2503",kiosk,
-9.1598633,38.8001704,"268088687",,"2101",pharmacy,
-9.2082984,38.7854964,"268253880",,"2801",fuel,BP Famões
-9.2103757,38.7916534,"268283740",,"2101",pharmacy,Farmácia de Famões
-9.1637329,38.798689,"268331995",,"2005",post_office,
-9.1658451,38.7981465,"268334624",,"2001",police,
-8.6480105,37.1192232,"268499601",,"2301",restaurant,O Jardim
-8.2806008,37.1295623,"268845952",,"2804",parking,Makro
-8.2815799,37.1296643,"268845953",,"2501",supermarket,Makro
-8.6730011,37.1200099,"268848124",,"2801",fuel,
-9.160719,38.781528,"269275857",,"2081",university,Instituto Superior de Gestão
-9.1606589,38.7814544,"269275865",,"2081",university,Instituto Superior Novas Profissões
-9.1592733,38.7802146,"269276021",,"2082",school,Escola Básica n.º 108
-8.6733701,37.1199962,"269332534",,"2801",fuel,
-8.6745057,37.1056388,"269332767",,"2003",recycling,
-8.673073,37.102905,"269334861",,"2602",atm,
-8.5327931,37.1402599,"269696570",,"2301",restaurant,Dona Barca
-8.6706505,37.0959905,"269789171",,"2002",fire_station,
-8.672963,37.1004021,"269905948",,"2304",pub,Mullen's
-8.67196,37.1012171,"269906019",,"2304",pub,Taverna de Lagos
-8.6722925,37.1016878,"270803129",,"2301",restaurant,Os Arcos
-8.6723649,37.1018246,"270803130",,"2301",restaurant,Dom Sebastião
-8.672894,37.1040338,"270804899",,"2003",recycling,
-9.2251622,38.8133487,"272656270",,"2005",post_office,Caneças
-9.1700612,38.7871984,"272695794",,"2201",theatre,Teatro da Malaposta
-17.0971987,32.7577608,"275794477",,"2702",attraction,Paul da serra
-16.9444733,32.8275646,"276080588",,"2702",attraction,Caminho Municipal do Passinho - Vereda
-8.2464606,40.1179716,"277708833",,"2501",supermarket,Minipreço
-9.1649582,38.8035359,"277784573",,"2804",parking,
-9.1638326,38.8040037,"277799939",,"2804",parking,
-9.1639157,38.8044976,"277799957",,"2804",parking,
-9.1577981,38.8050027,"277800370",,"2801",fuel,
-9.1634659,38.8033035,"278285746",,"2804",parking,
-9.1616987,38.8043679,"278285852",,"2804",parking,
-9.3760054,39.14192,"279673335",,"2804",parking,
-8.661749,41.1834592,"280081948",,"2801",fuel,
-8.6635885,41.1841985,"280081950",,"2801",fuel,
-9.3728479,39.1347542,"283310716",,"2001",police,GNR
-8.632743,41.1480072,"285945587",,"2703",museum,Museu do Carro Eléctrico
-8.6259341,41.1449091,"285945748",,"2703",museum,Museu do Comércio do Vinho do Porto
-8.621482,41.1430692,"285945766",,"2703",museum,Museu dos Transportes e Comunicações
-8.6155854,41.1413304,"285946401",,"2703",museum,Palácio da Bolsa
-8.6145037,41.140741,"285946606",,"2703",museum,Casa do Infante
-8.6144095,41.1409555,"285947106",,"2701",information,
-8.6096545,41.1477681,"285947645",,"2201",theatre,Rivoli
-8.6073635,41.1447146,"285947923",,"2201",theatre,Teatro Nacional São João
-8.6099034,41.149539,"285948035",,"2005",post_office,
-8.6345464,41.1479565,"285949956",,"2801",fuel,
-8.6080793,41.1437638,"285967252",,"2001",police,
-8.6016506,41.146123,"285967693",,"2007",library,Biblioteca Pública Municipal do Porto
-9.3811456,39.1361934,"286281229",,"2901",toilet,
-9.3816644,39.1341936,"286281268",,"2701",information,
-16.7681027,32.7067831,"286747062",,"2501",supermarket,Continente
-16.7671692,32.7185486,"286747069",,"2301",restaurant,Casa da Sidra
-16.8256225,32.7472608,"286796474",,"2301",restaurant,Miradouro da Portela
-8.18666,42.13747,"287011818",,"2801",fuel,GALP
-7.048845,38.8836334,"287011979",,"2801",fuel,GALP
-9.3683044,39.1141176,"287236933",,"2801",fuel,
-8.6106884,41.1962727,"287458462",,"2801",fuel,
-7.9570311,41.4809016,"288194141",,"2804",parking,
-7.8596995,41.3825431,"288201150",,"2804",parking,
-7.9635943,41.4875011,"288349758",,"2801",fuel,
-16.9210964,32.7648556,"288691392",,"2701",information,
-17.1011914,32.7409866,"288738345",,"2702",attraction,Christo Rei
-17.0622473,32.6698354,"288754634",,"2804",parking,
-9.1522811,38.7318639,"289048230",,"2301",restaurant,Saraiva
-16.9023582,32.6756102,"289121842",,"2301",restaurant,Belmonte
-16.8793175,32.7997474,"289139774",,"2003",recycling,
-16.8968135,32.7768971,"289139927",,"2804",parking,Parking Pico das Pedras
-16.9110418,32.7689898,"289140006",,"2804",parking,
-16.9209084,32.7651107,"289140360",,"2804",parking,Achada do Teixeira
-16.7651611,32.7189385,"289419324",,"2901",toilet,
-16.853042,32.7865457,"289689435",,"2301",restaurant,Ponta Velha
-16.8496249,32.794012,"289727530",,"2804",parking,
-16.7667914,32.7176981,"290175245",,"2005",post_office,
-8.9932188,38.6475892,"290840272",,"2801",fuel,BP
-8.987039,38.727429,"290915379",,"2801",fuel,
-8.9878973,38.7259157,"290915382",,"2801",fuel,
-8.9601611,38.701873,"291928851",,"2801",fuel,
-8.536884,40.7559575,"292282736",,"2801",fuel,Repsol
-8.4937769,40.332783,"292321422",,"2801",fuel,BP
-9.4188415,39.0070517,"292778998",,"2602",atm,
-16.9026551,32.6753559,"293283026",,"2702",attraction,
-17.1698379,32.8666368,"293441119",,"2501",supermarket,Esmeralda Brilhante
-17.1669145,32.8659441,"293441143",,"2801",fuel,Repsol
-16.8087035,32.7306195,"293975364",,"2003",recycling,
-16.7791575,32.7343795,"293977553",,"2303",cafe,Snack Bar Boca do Risco
-8.3068138,41.1925757,"297318763",,"2801",fuel,
-16.9068727,32.6764412,"297818218",,"2804",parking,
-9.1486617,38.719886,"298176963",,"2601",bank,Santander
-16.9225584,32.6708869,"298351838",,"2801",fuel,Repsol
-16.9354737,32.6720956,"298351840",,"2801",fuel,GALP
-16.9373748,32.6649639,"298351842",,"2801",fuel,Repsol
-16.9625554,32.7103042,"298351844",,"2804",parking,
-16.976225,32.6487449,"298351846",,"2101",pharmacy,
-16.9754917,32.6494906,"298351852",,"2301",restaurant,Vila do Peixe
-16.9068829,32.7830816,"298351856",,"2804",parking,
-16.8957167,32.7111118,"298351858",,"2804",parking,
-16.928613,32.7351468,"298351860",,"2901",toilet,
-9.2396864,38.7605845,"298458057",,"2804",parking,
-9.2384212,38.7598022,"298458078",,"2804",parking,
-9.2460478,38.7585109,"298513179",,"2804",parking,
-9.2409012,38.7554493,"298898741",,"2801",fuel,
-17.1176459,32.7489483,"298994504",,"2301",restaurant,Jungle Rain
-9.3343699,38.9394689,"299077606",,"2110",hospital,Centro de Saude de Mafra
-9.4250971,39.0100489,"299254838",,"2702",attraction,Forte Santa Susana
-9.4189445,39.0070317,"299263336",,"2303",cafe,
-17.0781484,32.7699634,"299809612",,"2804",parking,car park
-17.0780325,32.7702406,"299813199",,"2702",attraction,Estanquinhos picnic
-17.0918717,32.6893496,"299820284",,"2804",parking,car park
-9.3655793,38.9678475,"299871234",,"2602",atm,
-16.9286877,32.7348732,"299984797",,"2804",parking,
-16.8936245,32.6607667,"300254822",,"2801",fuel,Repsol
-16.8039787,32.6710096,"300271032",,"2801",fuel,Repsol
-16.7670075,32.7150079,"300271033",,"2801",fuel,BP
-16.9419543,32.6590237,"300300292",,"2503",kiosk,
-16.9760015,32.6495176,"300300320",,"2301",restaurant,Vila da Carne
-16.9921671,32.6525179,"300300488",,"2804",parking,
-16.9923782,32.6525454,"300300493",,"2301",restaurant,
-16.9062591,32.7836642,"300324114",,"2901",toilet,
-16.9253063,32.7845835,"300324253",,"2701",information,
-9.4162215,39.0043337,"300346592",,"2101",pharmacy,Farmácia Oceano
-9.4192335,39.005058,"300351018",,"2301",restaurant,Estrela do Mar
-9.3282261,38.9393935,"300356810",,"2009",courthouse,Tribunal da Comarca da Grande Lisboa - Noroeste
-16.9126655,32.653581,"300363334",,"2801",fuel,
-16.9032451,32.6488408,"300363336",,"2602",atm,
-16.9033457,32.649172,"300363337",,"2110",hospital,Madeira Medical Center
-16.9041017,32.648797,"300363340",,"2301",restaurant,Restaurante Pastelaria
-16.9040596,32.648984,"300363341",,"2006",telephone,
-16.9042244,32.6487621,"300363343",,"2602",atm,
-16.9051938,32.6489419,"300363344",,"2602",atm,
-16.906667,32.6494714,"300363347",,"2602",atm,
-16.9063555,32.6496333,"300363348",,"2101",pharmacy,Confianca
-16.9072836,32.6492516,"300363349",,"2101",pharmacy,Farmacia Central
-16.9074943,32.6491458,"300363350",,"2004",post_box,
-16.9075536,32.6488793,"300363353",,"2602",atm,
-16.9088667,32.6481265,"300363355",,"2004",post_box,
-16.9092448,32.6482219,"300363356",,"2602",atm,
-16.9098993,32.6482942,"300363357",,"2004",post_box,
-16.9121218,32.6497809,"300363359",,"2703",museum,Casa Museu Frederico de Freitas
-16.913898,32.6510758,"300363364",,"2703",museum,Museu Da Quinta Das Cruzes
-16.9156709,32.6522955,"300363368",,"2501",supermarket,
-16.9116113,32.6464703,"300363381",,"2006",telephone,
-16.9081118,32.6466819,"300363382",,"2901",toilet,
-16.9080423,32.6468549,"300363383",,"2006",telephone,
-16.903501,32.6468816,"300363386",,"2901",toilet,
-16.7649892,32.7178114,"300364398",,"2301",restaurant,Restaurante Mercado Velho
-16.7641623,32.7177614,"300364400",,"2301",restaurant,
-16.7639015,32.7177096,"300364401",,"2901",toilet,
-9.4170848,38.9610924,"300368122",,"2804",parking,
-9.1578019,38.7540204,"300857346",,"2081",university,Faculdade de Letras da Universidade de Lisboa
-9.1561421,38.7533492,"300857510",,"2081",university,Universidade de Lisboa
-9.156787,38.7520332,"300857800",,"2081",university,Faculdade de Direito da Universidade de Lisboa
-9.1552871,38.752501,"300857840",,"2081",university,Faculdade de Psicologioa da Universidade de Lisboa
-7.9950614,37.0078458,"303912779",,"2804",parking,
-8.9166482,37.195938,"304605443",,"2804",parking,
-7.1609897,38.8745943,"304938542",,"2804",parking,
-9.3527126,38.687034,"305862255",,"2801",fuel,
-9.3520045,38.6855768,"305862256",,"2801",fuel,
-9.3584311,38.6926531,"305862456",,"2001",police,
-9.3675184,38.6935742,"305868374",,"2801",fuel,BP
-9.3287685,38.9395234,"307132948",,"2002",fire_station,Bombeiros Voluntarios de Mafra
-9.1498342,38.7313602,"308119440",,"2005",post_office,
-9.1503447,38.7304245,"308121340",,"2602",atm,
-9.1314105,38.7087206,"308123449",,"2801",fuel,
-9.4000376,38.7037646,"309785026",,"2801",fuel,
-9.3973254,38.7032422,"309785045",,"2801",fuel,
-9.4070414,38.7041598,"309799161",,"2801",fuel,
-9.3935226,38.7112827,"309816093",,"2801",fuel,
-9.3939432,38.7130642,"309816127",,"2801",fuel,
-9.3899434,38.7141826,"309816128",,"2801",fuel,
-9.383751,38.702444,"310160365",,"2082",school,Escola secundária de São João do Estoril
-9.2144715,38.7111655,"310163324",,"2801",fuel,BP
-9.2022789,38.7027774,"310163749",,"2804",parking,
-9.2177224,38.6938505,"310164246",,"2801",fuel,BP
-9.4181147,38.7005076,"310633324",,"2804",parking,
-9.3985206,38.7074735,"310633431",,"2804",parking,
-8.5322474,41.1364476,"314536636",,"2101",pharmacy,Farmácia de Sto António
-16.8420908,32.6531722,"314896111",,"2501",supermarket,
-16.8392241,32.6496745,"314896113",,"2501",supermarket,
-16.8459618,32.6751237,"314908852",,"2701",information,
-16.8414814,32.6534107,"314916148",,"2804",parking,
-16.8418934,32.6534757,"314916156",,"2804",parking,
-16.7931449,32.6864098,"318405084",,"2804",parking,
-16.7914057,32.6872962,"318424299",,"2301",restaurant,
-16.7901077,32.6878906,"318424302",,"2301",restaurant,Praia das Palmeiras
-16.7903416,32.6879886,"318424337",,"2502",bakery,Mator
-16.791693,32.6879986,"318424348",,"2301",restaurant,Casa dos Grelhados
-16.7919273,32.688118,"318424351",,"2601",bank,Caixa Geral de Depositos
-16.79127,32.6878994,"318424355",,"2501",supermarket,Santa Cruz
-16.7913689,32.6878522,"318424358",,"2301",restaurant,Praca da Cerveja
-16.791851,32.6874235,"318445421",,"2101",pharmacy,Esperanca
-16.7920215,32.687292,"318445422",,"2303",cafe,Doce Satisfacao
-16.792042,32.6883197,"318445423",,"2301",restaurant,Bom Jesus
-17.0534947,32.6821451,"318609332",,"2801",fuel,Repsol
-17.0640012,32.6698797,"318609335",,"2801",fuel,galp
-17.087803,32.679475,"318646137",,"2301",restaurant,Lareira Portuguesa
-17.087811,32.6798092,"318646138",,"2304",pub,D.Petisco
-17.0874366,32.6798127,"318646139",,"2301",restaurant,Lugar de Baixo
-17.1354064,32.7013093,"318651384",,"2804",parking,
-17.1328738,32.6997825,"318652013",,"2301",restaurant,
-17.1327227,32.6997882,"318652014",,"2804",parking,
-17.1344839,32.7034237,"318653450",,"2301",restaurant,A Poita
-17.0646208,32.6716371,"318690824",,"2101",pharmacy,Ribeirabravense
-17.065032,32.6716203,"318690825",,"2301",restaurant,Parada
-17.0644553,32.6696203,"318690827",,"2303",cafe,Cais da Ribeira
-17.0641725,32.6699559,"318690829",,"2501",supermarket,Pingo Doce
-17.0638502,32.6708389,"318690830",,"2804",parking,
-17.077379,32.6768565,"318690834",,"2801",fuel,galp
-8.5633698,41.2629025,"319309625",,"2801",fuel,Area Serviço S. M. Coronado
-8.5643246,41.2647038,"319309630",,"2801",fuel,Area Serviço S. M. Coronado
-8.5654488,41.2637013,"319309636",,"2802",service,Ibis
-8.5629402,41.2635556,"319309641",,"2301",restaurant,Area Serviço S. M. Coronado
-8.711613,39.7132216,"319836278",,"2801",fuel,
-8.7095277,39.7124667,"319836279",,"2801",fuel,
-8.7108298,39.7120965,"319836280",,"2802",service,Leiria
-8.710292,39.7137006,"319836281",,"2802",service,Leiria
-8.9070142,39.1243311,"320080129",,"2801",fuel,
-8.9074285,39.1240252,"320080130",,"2802",service,Aveiras
-8.9080299,39.1221175,"320080131",,"2802",service,Aveiras
-8.9085979,39.121879,"320080132",,"2801",fuel,
-8.9885606,38.7277462,"320138028",,"2802",service,
-8.9868809,38.7253018,"320138030",,"2802",service,
-9.2813633,38.7319782,"320278083",,"2082",school,Escola Primaria N1 de Barcarena
-9.2797582,38.7326745,"320278456",,"2801",fuel,
